stu,cluster
1891,37
876,59
2056,104
2605,54
1068,0
1450,65
209,10
2712,0
241,42
1037,12
3130,24
2430,58
2819,19
725,11
3187,0
180,68
1930,0
1393,61
2977,47
137,106
789,32
1010,0
149,80
1921,37
3309,111
330,12
2086,104
1992,97
2435,29
2876,0
2176,34
2405,6
1799,47
268,36
1389,32
2688,65
226,76
2693,0
21,52
2657,77
1698,0
2322,93
3111,24
968,11
390,34
1960,5
1911,0
2644,0
1649,0
520,0
675,23
2841,19
1659,13
382,35
1093,47
2723,0
1728,0
1943,37
2980,70
587,31
3070,0
1679,0
2156,37
879,59
2119,6
340,10
937,0
1488,23
3300,16
1071,0
413,0
3000,20
2737,55
542,1
3018,74
2145,0
1567,23
2332,6
2433,58
380,88
2856,12
131,21
728,11
1640,13
411,75
1985,47
165,50
415,45
3307,33
1191,37
1178,104
2513,23
1995,97
1719,13
1101,0
2384,58
282,46
2879,0
1971,5
1802,47
157,51
2463,58
1670,13
2696,0
870,72
822,32
1305,0
1701,0
445,45
1196,93
1954,37
2510,26
1491,47
248,25
591,19
496,47
2126,0
2153,17
2522,0
971,11
2414,58
3171,0
869,0
237,52
127,0
993,35
2334,34
2890,23
2143,88
2882,19
1082,0
2511,75
3322,25
1335,0
736,0
648,116
474,0
555,74
1425,73
212,0
3144,24
3163,37
861,0
2900,72
894,34
3261,51
3226,93
3073,0
1944,0
1548,0
2045,52
1581,97
1286,0
1145,24
1682,0
733,116
915,93
3196,70
1074,0
2541,75
1230,104
108,0
545,1
1362,31
2436,58
3288,9
1602,12
1749,31
629,116
2757,0
2495,0
2809,47
1722,13
3290,91
2685,97
1545,8
2155,17
1974,5
1805,47
906,21
2140,37
1052,75
3177,70
1794,74
2196,54
1221,32
2325,55
1957,37
2525,0
2129,0
974,11
1752,13
2417,58
609,35
2198,99
224,44
835,118
2497,23
2073,104
2476,0
1347,0
2885,19
1333,65
1703,13
1085,0
1787,12
59,98
2836,19
3204,0
848,29
376,70
806,32
1289,0
711,23
1025,70
1685,0
1938,37
1257,84
377,34
1115,0
846,104
1423,116
2276,32
2160,0
1898,0
1816,47
588,74
111,0
662,23
1231,31
1240,0
256,9
2309,65
2972,0
2782,19
1319,0
1453,0
324,0
632,116
310,65
2941,12
3120,20
3185,0
723,11
3078,23
1457,6
1007,35
3255,64
1186,37
2033,22
3321,9
1501,12
2964,37
252,16
406,74
1439,37
1733,26
3136,0
2740,0
1349,0
1382,97
2132,0
2297,104
1606,70
612,35
1696,0
89,110
259,33
2345,0
2236,93
2083,0
954,0
2888,19
1241,93
1088,0
2208,31
173,109
2635,104
565,75
2855,107
62,98
2162,0
1584,23
2558,0
2872,47
2724,32
1213,116
379,70
3311,94
2370,65
1029,35
1134,88
3107,35
2375,0
1260,84
783,10
2509,0
2655,54
1736,13
2929,28
1546,32
2279,32
2678,37
1819,47
114,0
939,34
877,59
2312,65
1116,75
338,10
935,0
1331,0
1069,0
1706,26
41,52
1718,0
419,83
2324,75
1565,23
1766,13
933,75
2431,58
3188,0
726,11
2978,47
1460,6
1002,31
96,109
2141,75
1502,88
2910,28
488,75
561,59
2561,23
667,77
2743,0
2144,0
1096,74
1580,7
753,0
1800,47
1222,70
2074,21
1442,73
1018,11
3218,0
2223,0
284,52
2378,23
2694,0
570,0
1303,0
3260,2
957,0
1868,37
2211,31
3162,104
3020,20
1778,0
