stu,cluster
159,9
3130,24
2430,58
2819,19
725,11
3187,0
180,68
1930,0
1393,61
2977,47
789,32
1010,0
1921,37
2832,74
584,8
330,12
2435,29
2876,0
2176,34
2405,6
1799,47
645,23
268,36
2688,65
226,76
2955,0
2693,0
21,52
2657,77
1698,0
1302,0
3111,24
968,11
390,34
1960,5
1911,0
1649,0
520,0
675,23
269,9
2841,19
1659,13
134,50
382,35
1093,47
2723,0
1513,75
1943,37
2302,6
2980,70
2249,0
587,31
3070,0
1679,0
2156,37
705,23
2053,61
879,59
2119,6
340,10
937,0
1488,23
3300,16
1071,0
413,0
3000,20
2737,55
656,23
2145,0
1567,23
2332,6
2433,58
2856,12
3003,31
131,21
728,11
888,0
1640,13
411,75
1054,32
3303,63
1985,47
165,50
415,45
3307,33
1191,37
2143,75
2513,23
1719,13
1101,0
2230,0
2384,58
282,46
2879,0
1971,5
1802,47
157,51
2463,58
1670,13
2958,0
1084,32
870,72
2696,0
822,32
1305,0
1701,0
445,45
1954,37
2510,26
1491,47
248,25
591,19
496,47
2126,0
2153,17
2522,0
971,11
2414,58
3171,0
869,0
237,52
127,0
993,35
2334,34
2890,23
2882,19
1082,0
2511,75
3322,25
1335,0
757,23
736,0
474,0
555,74
1425,73
2118,0
3144,24
3163,37
1270,56
861,0
2900,72
894,34
3261,51
3073,0
1944,0
1548,0
2045,52
1682,0
1286,0
708,23
1145,24
3196,70
1074,0
2541,75
108,0
545,1
1362,31
2436,58
3288,9
1602,12
1749,31
1316,0
2757,0
2495,0
2809,47
2904,19
1722,13
1104,0
1545,8
2155,17
1974,5
1805,47
906,21
2140,37
1052,75
3177,70
1317,0
921,0
2961,37
2196,54
1174,37
1221,32
2325,55
1957,37
2525,0
2129,0
974,11
1134,0
1752,13
2263,0
2295,32
2417,58
609,35
1312,6
224,44
2497,23
2476,0
1347,0
100,14
1333,65
1703,13
1085,0
2885,19
3263,50
1787,12
2836,19
3204,0
848,29
376,70
806,32
1289,0
711,23
1025,70
1685,0
1938,37
377,34
2276,32
2160,0
1502,0
1816,47
111,0
662,23
1231,31
2309,65
2972,0
2782,19
1319,0
1453,0
324,0
405,74
310,65
2941,12
3120,20
3185,0
723,11
23,8
3078,23
1457,6
1007,35
3255,64
1186,37
2033,22
3321,9
1501,12
924,0
2964,37
252,16
406,74
1439,37
1733,26
3136,0
2740,0
1349,0
643,23
2132,0
1137,0
3272,9
646,28
1606,70
612,35
1696,0
259,33
2345,0
2888,19
2083,0
954,0
1088,0
2208,31
565,75
2558,0
2162,0
1584,23
2872,47
2724,32
3207,37
1301,0
233,16
379,70
2370,65
1029,35
3107,35
2375,0
783,10
1380,0
2509,0
2655,54
1736,13
2929,28
1546,32
2279,32
90,52
686,77
2678,37
3021,31
1819,47
691,12
114,0
939,34
877,59
2312,65
1116,75
338,10
935,0
1331,0
1069,0
1706,26
41,52
1718,0
1581,31
3311,71
2324,75
1565,23
1766,13
933,75
2431,58
3188,0
726,11
2978,47
1460,6
2184,37
1002,31
2141,75
2910,28
488,75
561,59
2561,23
667,77
2743,0
2144,0
1580,7
753,0
1800,47
1222,70
2074,21
2093,34
1442,73
1018,11
3218,0
2223,0
284,52
2378,23
2956,0
2694,0
868,72
570,0
1303,0
3260,2
957,0
1868,37
212,32
2211,31
175,1
2907,0
1778,0
